section_code,section_name,category,item_type,seq,description,quantity,unit,material_amount,labor_amount,total_amount
A,A. งานโครงสร้าง,"Cable 1/2""",detail,1.1,เสาเข็มเจาะ ระบบ dry process ขนาด 0.35 x 21.00 ม. (6 เส้น 12 มม. @0.15),18.0,ต้น,333000.0,0.0,333000.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,1.2,ค่าสกัดหัวเสาเข็มเจาะ ขนาด 0.35 ม,18.0,ต้น,0.0,6300.0,6300.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,1.3,Seismic test,18.0,ต้น,5400.0,0.0,5400.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,1.1,Dynamic test,1.0,ต้้น,28500.0,0.0,28500.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,1.2,เจาะสำรวจชั้นดินเพื่อรับรองความลึกของเสาเข็ม,1.0,หลุม,6000.0,0.0,6000.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,1.4,งานขุดดินและถมกลับ,49.0,ลบ.ม.,0.0,6958.0,6958.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,1.5,ทรายหยาบ,0.6479999999999999,ลบ.ม.,330.47999999999996,67.392,397.87199999999996
A,A. งานโครงสร้าง,"Cable 1/2""",detail,1.6,คอนกรีตหยาบ,0.6479999999999999,ลบ.ม.,1594.0799999999997,276.04799999999994,1870.1279999999997
A,A. งานโครงสร้าง,"Cable 1/2""",detail,1.7,คอนกรีตโครงสร้าง 240 ksc. (Cylinder),44.35,ลบ.ม.,111185.45,18582.65,129768.1
A,A. งานโครงสร้าง,"Cable 1/2""",detail,1.8,งานเหล็กเสริมคอนกรีต,0.0,,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,1.3,เหล็กเส้น RB6 ( 0.222 kg/m ) SR24,220.446,กก.,4863.713999999999,969.9624000000001,5833.676399999999
A,A. งานโครงสร้าง,"Cable 1/2""",detail,1.4,เหล็กเส้น RB9 ( 0.499 kg/m ) SR24,828.839,กก.,18111.544,3646.8916000000004,21758.4356
A,A. งานโครงสร้าง,"Cable 1/2""",detail,1.5,เหล็กเส้น DB12 ( 0.888 kg/m ) SD40 (Non-T),276.5232,กก.,6217.100999999999,995.4835199999999,7212.5845199999985
A,A. งานโครงสร้าง,"Cable 1/2""",detail,1.6,เหล็กเส้น DB16 ( 1.58 kg/m ) SD40 (Non-T),2132.052,กก.,47483.41919391635,7675.387200000001,55158.806393916355
A,A. งานโครงสร้าง,"Cable 1/2""",detail,1.7,เหล็กเส้น DB20 ( 2.47 kg/m ) SD40 (Non-T),1726.53,กก.,38452.049525547445,6215.508,44667.55752554745
A,A. งานโครงสร้าง,"Cable 1/2""",detail,1.9,Wire mesh 4 mm. # 0.20 m,184.22,ตร.ม.,5895.04,921.1,6816.14
A,A. งานโครงสร้าง,"Cable 1/2""",detail,1.8,+ steel key 6mm. #0.40 m. /w Epoxy glue,184.22,ตร.ม.,16671.91,4973.94,21645.85
A,A. งานโครงสร้าง,"Cable 1/2""",detail,1.10,ลวดผูกเหล็ก,104.0,กก.,2922.4,0.0,2922.4
A,A. งานโครงสร้าง,"Cable 1/2""",detail,1.11,ไม้แบบทั่วไป อาคารชั้นเดียว (คิด 80%),125.99999999999999,ตร.ม.,36539.99999999999,0.0,36539.99999999999
A,A. งานโครงสร้าง,"Cable 1/2""",detail,1.12,ค่าแรงไม้แบบ,180.0,ตร.ม.,0.0,25020.0,25020.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,1.13,ไม้คร่าว ยึดไม้แบบ,38.0,ตร.ม.,11020.0,0.0,11020.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,1.14,ตะปูยึดไม้แบบ,41.0,กก.,1927.0,0.0,1927.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,1.15,งานทางลาดคอนกรีตภายนอก,0.0,,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,1.9,คอนกรีตหยาบ,0.684,ลบ.ม.,1682.64,291.384,1974.0240000000001
A,A. งานโครงสร้าง,"Cable 1/2""",detail,1.10,Wire mesh 4 mm. # 0.20 m,5.02,ตร.ม.,160.64,25.099999999999998,185.73999999999998
A,A. งานโครงสร้าง,"Cable 1/2""",detail,2.1,งานโครงสร้างส่วนต่อเติม,0.0,,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,2.1.1,เสา H 200x200x8x12 mm (49.9 กก./ม.),2694.6,กก.,67095.54,32335.199999999997,99430.73999999999
A,A. งานโครงสร้าง,"Cable 1/2""",detail,2.1.2,คาน H 400x200x8x13 mm (66.0 กก./ม.),6356.13,กก.,158275.34139999998,76273.56,234548.90139999997
A,A. งานโครงสร้าง,"Cable 1/2""",detail,2.1.3,เหล็กฉาก 100x100x10mm (14.8 กก./ม.),364.67,กก.,8386.59418344519,3646.7000000000003,12033.29418344519
A,A. งานโครงสร้าง,"Cable 1/2""",detail,2.1.4,Stiffener 10 mm,96.0,ชิ้น,2880.0,0.0,2880.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,2.1.5,เหล็กกล่อง 150x150x4.5mm (20.15 กก./ม.),4282.28,กก.,92594.18752527473,42822.799999999996,135416.98752527472
A,A. งานโครงสร้าง,"Cable 1/2""",detail,2.1.6,เหล็กกล่อง 100x50x2.3mm (5.14 กก./ม.),488.51,กก.,10253.8249,4885.1,15138.9249
A,A. งานโครงสร้าง,"Cable 1/2""",detail,2.1.7,เหล็กกล่อง 38x38x2.3mm (2.47 กก./ม.),717.29,กก.,15055.917099999999,7172.9,22228.8171
A,A. งานโครงสร้าง,"Cable 1/2""",detail,2.1.8,Plate 300x300x25 เจาะรู,18.0,ชิ้น,20664.0,0.0,20664.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,2.1.9,Chemical Bolt @ 4M16,72.0,จุด,6408.0,2520.0,8928.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,2.1.10,ทาสีกันสนิม + ทาสีน้ำมัน 2 รอบ (Rust tect + glipton ),591.0,ตร.ม.,36642.0,20685.0,57327.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,2.2,งานโครงสร้างรางน้ำ,0.0,,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,2.2.1,เหล็กกล่อง 50x50x3.2 mm (4.50 กก./ม.),1865.0,กก.,39146.35,15815.2,54961.55
A,A. งานโครงสร้าง,"Cable 1/2""",detail,2.2.2,ทาสีกันสนิม + ทาสีน้ำมัน 2 รอบ (Rust tect + glipton ),663.0,ตร.ม.,41106.0,23205.0,64311.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,2.3,งานโครงหลังคาและฝ้า ส่วนต่อเติม,0.0,,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,2.2,เหล็กกล่อง 100x50x3.2mm (7.01 กก./ม.),2068.0,กก.,43407.32,21472.0,64879.32
A,A. งานโครงสร้าง,"Cable 1/2""",detail,2.3,PU Foam Spray 750ml,41.0,หลอด,10250.0,0.0,10250.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,2.4,ทาสีกันสนิม + ทาสีน้ำมัน 2 รอบ (Rust tect + glipton ),177.0,ตร.ม.,10974.0,6195.0,17169.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.1,งานไม้ประสานกาวเรียงไม้แบบขนานลายไม้ หรือ Glued laminated timber,0.0,,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.1.1,คาน B3 Glulam 200 มม.x400 มม. ยาว 1.90 ม,20.0,ท่อน,129153.02399999999,21450.240000000005,150603.264
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.1.2,คาน B3 Glulam 200 มม.x400 มม. ยาว 3.00 ม,8.0,ท่อน,102784.2816,17160.192000000003,119944.4736
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.1.3,คาน B3 Glulam 200 มม.x400 มม. ยาว 8.10 ม,4.0,ท่อน,109241.9328,18289.152000000002,127531.0848
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.1.4,คาน B3 Glulam 200 มม.x400 มม. ยาว 5.80 ม,9.0,ท่อน,176172.7968,29465.856,205638.6528
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.1.5,คาน B4 Glulam 200 มม.x500 มม. ยาว 4.00 ม,6.0,ท่อน,101405.30399999999,16934.4,118339.704
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.1.6,คาน B5 Glulam 200 มม.x400 มม. ยาว 4.00 ม,8.0,ท่อน,108165.65759999999,18063.36,126229.01759999999
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.1.7,คาน B6 Glulam 200 มม.x400 มม. ยาว 4.00 ม,8.0,ท่อน,108165.65759999999,18063.36,126229.01759999999
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.1.8,คาน B7 Glulam 300 มม.x700 มม. ยาว 5.60 ม,3.0,ท่อน,144343.18079999997,24893.568,169236.74879999997
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.1.9,เสา C3 Glulam 200 มม.x400 มม. ยาว 3.28 ม,9.0,ท่อน,99891.792,16663.4496,116555.24160000001
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.1.10,เสา C3 Glulam 200 มม.x400 มม. ยาว 3.84 ม,9.0,ท่อน,99891.792,16663.4496,116555.24160000001
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.1.11,เสา C4 Glulam 200 มม.x200 มม. ยาว 2.50 ม,28.0,ท่อน,118659.3408,19756.8,138416.1408
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.1.12,เสา C4 Glulam 200 มม.x200 มม. ยาว 1.45 ม,6.0,ท่อน,14832.417599999999,2455.488,17287.9056
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.1.13,เสา C4 Glulam 200 มม.x200 มม. ยาว 0.45 ม,8.0,ท่อน,6323.1168,1016.064,7339.1808
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.2,งานไม้ประสานกาวเรียงไม้แบบขวางลายไม้ หรือ Cross laminate timber,0.0,,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.2.1,ผนัง P1-1 CLT 1800x100 มม. ยาว 3.80 ม,5.0,ท่อน,136491.264,24801.840000000004,161293.104
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.2.2,ผนัง P1-2 CLT 500x100 มม. ยาว 3.80 ม,8.0,ท่อน,59146.2144,10442.88,69589.0944
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.2.3,ผนัง P1-3 CLT 1900x100 มม. ยาว 2.50 ม,4.0,ท่อน,73969.4592,13406.4,87375.85919999999
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.2.4,พื้น PF1 CLT 200 มม.x500 มม. ยาว 4.00 ม,24.0,ท่อน,383496.42240000004,67737.6,451234.0224
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.2.5,พื้น PF2 CLT 150 มม.x500 มม. ยาว 2.85 ม,32.0,ท่อน,273789.7344,48263.04,322052.7744
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.1,หมายเหตุ,0.0,,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.2,งานไม้ประสานกาว ใช้ไม้ประสาน และกาว PU ทนน้ำ ไม่ลามไฟ ตามมาตรฐานที่กำหนดในแบบ,0.0,,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.3,รวมค่างานขัดแต่งผิว งานน้ำยาป้องกันปลวกและเชื้อรา งานน้ำยารักษาเนื้อไม้ งานห่อป้องกันการขูดขีด,0.0,,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.4,รวมค่าแรงผลิตและติดตั้งไม้,0.0,,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.3,อุปกรณ์ประกอบเพลทโลหะและติดตั้ง,0.0,,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.3.1,JF1,14.0,ชุด,52124.32003333334,18243.512011666666,70367.832045
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.5,เหล็กเพลาขาว 16 มม. เกรด SS400 ยาว 6 เมตร (1.62กก./ม.),1.3,ม.,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.6,ค่าแรงต๊าฟเกลียวใน (Die tap) ขนาด M16,0.2,ม.,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.7,Hex Nut M16+Washer S45C + Washer Spring 4.2 mm,4.0,จุด,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.8,Steel Plate thk 16 mm,48.57,กก.,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.9,Dowell DB 32 lenght 30 cm,0.6,ม.,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.10,Chemical Anchor M20 length 240 mm,4.0,จุด,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.11,งานชุบกัลวาไนซ์,1.0,งาน,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.3.2,JF2,8.0,ชุด,24105.26908888889,8436.844181111112,32542.11327
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.12,เหล็กเพลาขาว 16 มม. เกรด SS400 ยาว 6 เมตร (1.62กก./ม.),3.89,ม.,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.13,ค่าแรงต๊าฟเกลียวใน (Die tap) ขนาด M16,0.6,ม.,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.14,Hex Nut M16+Washer S45C + Washer Spring 4.2 mm,12.0,จุด,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.15,Anchor nail M6 length 65 mm,32.0,จุด,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.16,Screw Anchor dia.18 mm. 90 mm.length,9.0,จุด,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.17,Steel Plate thk 16 mm. + Steel Stiffener Plate thk 8 mm,57.309999999999995,กก.,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.18,งานชุบกัลวาไนซ์,1.0,งาน,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.3.3,JF3,6.0,ชุด,6052.323433333333,2118.3132016666664,8170.636634999999
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.19,เหล็กเพลาขาว 16 มม. เกรด SS400 ยาว 6 เมตร (1.62กก./ม.),2.59,ม.,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.20,ค่าแรงต๊าฟเกลียวใน (Die tap) ขนาด M16,0.4,ม.,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.21,Hex Nut M16+Washer S45C + Washer Spring 4.2 mm,8.0,จุด,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.22,Washer M16 ดำหนา S45C (17-32-4.5),8.0,จุด,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.23,Washer Spring M16 ความหนา 4.2 mm,8.0,จุด,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.24,Steel Plate thk 16 mm,16.19,กก.,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.25,งานชุบกัลวาไนซ์,1.0,งาน,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.3.4,JF4,14.0,ชุด,17700.64768888889,6195.226691111111,23895.87438
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.26,เหล็กเพลาขาว 16 มม. เกรด SS400 ยาว 6 เมตร (1.62กก./ม.),5.18,ม.,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.27,ค่าแรงต๊าฟเกลียวใน (Die tap) ขนาด M16,0.8,ม.,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.28,Hex Nut M16+Washer S45C + Washer Spring 4.2 mm,16.0,จุด,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.29,Steel Plate thk 16 mm,12.95,กก.,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.30,งานชุบกัลวาไนซ์,1.0,งาน,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.3.5,JF5,4.0,ชุด,5559.400688888889,1945.790241111111,7505.19093
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.31,เหล็กเพลาขาว 16 มม. เกรด SS400 ยาว 6 เมตร (1.62กก./ม.),5.18,ม.,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.32,ค่าแรงต๊าฟเกลียวใน (Die tap) ขนาด M16,0.8,ม.,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.33,Hex Nut M16+Washer S45C + Washer Spring 4.2 mm,16.0,จุด,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.34,Steel Plate thk 16 mm,16.19,กก.,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.35,งานชุบกัลวาไนซ์,1.0,งาน,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.3.6,JF6,14.0,ชุด,12364.833288888889,4327.69165111111,16692.52494
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.36,เหล็กเพลาขาว 16 มม. เกรด SS400 ยาว 6 เมตร (1.62กก./ม.),2.59,ม.,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.37,ค่าแรงต๊าฟเกลียวใน (Die tap) ขนาด M16,0.4,ม.,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.38,Hex Nut M16+Washer S45C + Washer Spring 4.2 mm,8.0,จุด,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.39,Steel Plate thk 16 mm,12.95,กก.,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.40,งานชุบกัลวาไนซ์,1.0,งาน,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.3.7,JF7,4.0,ชุด,2659.5139222222224,930.8298727777777,3590.3437950000002
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.41,เหล็กเพลาขาว 16 มม. เกรด SS400 ยาว 6 เมตร (1.62กก./ม.),1.3,ม.,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.42,ค่าแรงต๊าฟเกลียวใน (Die tap) ขนาด M16,0.2,ม.,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.43,Hex Nut M16+Washer S45C + Washer Spring 4.2 mm,4.0,จุด,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.44,Screw Anchor dia.18 mm. 90 mm.length,6.0,จุด,0.0,0.0,0.0
A,A. งานโครงสร้าง,"Cable 1/2""",detail,3.45,Steel Plate thk 16 mm,11.33,กก.,0.0,0.0,0.0
